Entity,Code,Date,Total confirmed deaths due to COVID-19 per million people,Total confirmed deaths due to COVID-19 per million people Annotations
Afghanistan,AFG,2019-12-31,0,
Afghanistan,AFG,2020-01-01,0,
Afghanistan,AFG,2020-01-02,0,
Afghanistan,AFG,2020-01-03,0,
Afghanistan,AFG,2020-01-04,0,
Afghanistan,AFG,2020-01-05,0,
Afghanistan,AFG,2020-01-06,0,
Afghanistan,AFG,2020-01-07,0,
Afghanistan,AFG,2020-01-08,0,
Afghanistan,AFG,2020-01-09,0,
Afghanistan,AFG,2020-01-10,0,
Afghanistan,AFG,2020-01-11,0,
Afghanistan,AFG,2020-01-12,0,
Afghanistan,AFG,2020-01-13,0,
Afghanistan,AFG,2020-01-14,0,
Afghanistan,AFG,2020-01-15,0,
Afghanistan,AFG,2020-01-16,0,
Afghanistan,AFG,2020-01-17,0,
Afghanistan,AFG,2020-01-18,0,
Afghanistan,AFG,2020-01-19,0,
Afghanistan,AFG,2020-01-20,0,
Afghanistan,AFG,2020-01-21,0,
Afghanistan,AFG,2020-01-22,0,
Afghanistan,AFG,2020-01-23,0,
Afghanistan,AFG,2020-01-24,0,
Afghanistan,AFG,2020-01-25,0,
Afghanistan,AFG,2020-01-26,0,
Afghanistan,AFG,2020-01-27,0,
Afghanistan,AFG,2020-01-28,0,
Afghanistan,AFG,2020-01-29,0,
Afghanistan,AFG,2020-01-30,0,
Afghanistan,AFG,2020-01-31,0,
Afghanistan,AFG,2020-02-01,0,
Afghanistan,AFG,2020-02-02,0,
Afghanistan,AFG,2020-02-03,0,
Afghanistan,AFG,2020-02-04,0,
Afghanistan,AFG,2020-02-05,0,
Afghanistan,AFG,2020-02-06,0,
Afghanistan,AFG,2020-02-07,0,
Afghanistan,AFG,2020-02-08,0,
Afghanistan,AFG,2020-02-09,0,
Afghanistan,AFG,2020-02-10,0,
Afghanistan,AFG,2020-02-11,0,
Afghanistan,AFG,2020-02-12,0,
Afghanistan,AFG,2020-02-13,0,
Afghanistan,AFG,2020-02-14,0,
Afghanistan,AFG,2020-02-15,0,
Afghanistan,AFG,2020-02-16,0,
Afghanistan,AFG,2020-02-17,0,
Afghanistan,AFG,2020-02-18,0,
Afghanistan,AFG,2020-02-19,0,
Afghanistan,AFG,2020-02-20,0,
Afghanistan,AFG,2020-02-21,0,
Afghanistan,AFG,2020-02-22,0,
Afghanistan,AFG,2020-02-23,0,
Afghanistan,AFG,2020-02-24,0,
Afghanistan,AFG,2020-02-25,0,
Afghanistan,AFG,2020-02-26,0,
Afghanistan,AFG,2020-02-27,0,
Afghanistan,AFG,2020-02-28,0,
Afghanistan,AFG,2020-02-29,0,
Afghanistan,AFG,2020-03-01,0,
Afghanistan,AFG,2020-03-02,0,
Afghanistan,AFG,2020-03-08,0,
Afghanistan,AFG,2020-03-11,0,
Afghanistan,AFG,2020-03-15,0,
Afghanistan,AFG,2020-03-16,0,
Afghanistan,AFG,2020-03-17,0,
Afghanistan,AFG,2020-03-18,0,
Afghanistan,AFG,2020-03-19,0,
Afghanistan,AFG,2020-03-20,0,
Afghanistan,AFG,2020-03-21,0,
Afghanistan,AFG,2020-03-22,0,
Afghanistan,AFG,2020-03-23,0,
Afghanistan,AFG,2020-03-24,0.026,
Afghanistan,AFG,2020-03-25,0.026,
Afghanistan,AFG,2020-03-26,0.026,
Afghanistan,AFG,2020-03-27,0.026,
Afghanistan,AFG,2020-03-28,0.051,
Afghanistan,AFG,2020-03-29,0.077,
Afghanistan,AFG,2020-03-30,0.103,
Afghanistan,AFG,2020-03-31,0.103,
Afghanistan,AFG,2020-04-01,0.103,
Afghanistan,AFG,2020-04-02,0.103,
Afghanistan,AFG,2020-04-03,0.103,
Afghanistan,AFG,2020-04-04,0.103,
Afghanistan,AFG,2020-04-05,0.128,
Afghanistan,AFG,2020-04-06,0.18,
Afghanistan,AFG,2020-04-07,0.18,
Afghanistan,AFG,2020-04-08,0.283,
Afghanistan,AFG,2020-04-09,0.36,
Afghanistan,AFG,2020-04-10,0.385,
Afghanistan,AFG,2020-04-11,0.385,
Afghanistan,AFG,2020-04-12,0.462,
Afghanistan,AFG,2020-04-13,0.462,
Afghanistan,AFG,2020-04-14,0.539,
Afghanistan,AFG,2020-04-15,0.591,
Afghanistan,AFG,2020-04-16,0.642,
Afghanistan,AFG,2020-04-17,0.745,
Afghanistan,AFG,2020-04-18,0.771,
Afghanistan,AFG,2020-04-19,0.771,
Afghanistan,AFG,2020-04-20,0.848,
Afghanistan,AFG,2020-04-21,0.899,
Afghanistan,AFG,2020-04-22,0.925,
Afghanistan,AFG,2020-04-23,1.028,
Afghanistan,AFG,2020-04-24,1.079,
Afghanistan,AFG,2020-04-25,1.105,
Afghanistan,AFG,2020-04-26,1.207,
Afghanistan,AFG,2020-04-27,1.464,
Afghanistan,AFG,2020-04-28,1.464,
Afghanistan,AFG,2020-04-29,1.541,
Afghanistan,AFG,2020-04-30,1.541,
Afghanistan,AFG,2020-05-01,1.644,
Afghanistan,AFG,2020-05-02,1.747,
Afghanistan,AFG,2020-05-03,1.85,
Afghanistan,AFG,2020-05-04,2.183,
Afghanistan,AFG,2020-05-05,2.312,
Afghanistan,AFG,2020-05-06,2.44,
Afghanistan,AFG,2020-05-07,2.672,
Afghanistan,AFG,2020-05-08,2.723,
Afghanistan,AFG,2020-05-09,2.8,
Afghanistan,AFG,2020-05-10,2.954,
Afghanistan,AFG,2020-05-11,3.083,
Afghanistan,AFG,2020-05-12,3.134,
Afghanistan,AFG,2020-05-13,3.262,
Afghanistan,AFG,2020-05-14,3.339,
Afghanistan,AFG,2020-05-15,3.494,
Afghanistan,AFG,2020-05-16,4.316,
Afghanistan,AFG,2020-05-17,4.316,
Afghanistan,AFG,2020-05-18,4.341,
Afghanistan,AFG,2020-05-19,4.444,
Afghanistan,AFG,2020-05-20,4.573,
Afghanistan,AFG,2020-05-21,4.804,
Afghanistan,AFG,2020-05-22,4.958,
Afghanistan,AFG,2020-05-23,5.266,
Afghanistan,AFG,2020-05-24,5.549,
Afghanistan,AFG,2020-05-25,5.6,
Afghanistan,AFG,2020-05-26,5.626,
Afghanistan,AFG,2020-05-27,5.651,
Afghanistan,AFG,2020-05-28,5.831,
Afghanistan,AFG,2020-05-29,6.037,
Afghanistan,AFG,2020-05-30,6.319,
Afghanistan,AFG,2020-05-31,6.396,
Afghanistan,AFG,2020-06-01,6.602,
Afghanistan,AFG,2020-06-02,6.807,
Afghanistan,AFG,2020-06-03,6.936,
Afghanistan,AFG,2020-06-04,7.552,
Afghanistan,AFG,2020-06-05,7.706,
Afghanistan,AFG,2020-06-06,7.938,
Afghanistan,AFG,2020-06-07,8.4,
Afghanistan,AFG,2020-06-08,9.171,
Afghanistan,AFG,2020-06-09,9.479,
Afghanistan,AFG,2020-06-10,9.864,
Afghanistan,AFG,2020-06-11,10.404,
Afghanistan,AFG,2020-06-12,10.943,
Afghanistan,AFG,2020-06-13,11.457,
Afghanistan,AFG,2020-06-14,11.585,
Afghanistan,AFG,2020-06-15,12.099,
Afghanistan,AFG,2020-06-16,12.279,
Afghanistan,AFG,2020-06-17,12.613,
Afghanistan,AFG,2020-06-18,12.947,
Afghanistan,AFG,2020-06-19,14.026,
Afghanistan,AFG,2020-06-20,14.077,
Afghanistan,AFG,2020-06-21,14.617,
Afghanistan,AFG,2020-06-22,14.925,
Afghanistan,AFG,2020-06-23,15.362,
Afghanistan,AFG,2020-06-24,15.875,
Afghanistan,AFG,2020-06-25,16.415,
Afghanistan,AFG,2020-06-26,17.34,
Afghanistan,AFG,2020-06-27,17.545,
Afghanistan,AFG,2020-06-28,18.059,
Afghanistan,AFG,2020-06-29,18.521,
Afghanistan,AFG,2020-06-30,18.829,
Afghanistan,AFG,2020-07-01,19.163,
Afghanistan,AFG,2020-07-02,19.883,
Afghanistan,AFG,2020-07-03,20.73,
Afghanistan,AFG,2020-07-04,21.039,
Afghanistan,AFG,2020-07-05,21.218,
Afghanistan,AFG,2020-07-06,22.195,
Afghanistan,AFG,2020-07-07,23.633,
Afghanistan,AFG,2020-07-08,24.044,
Afghanistan,AFG,2020-07-09,24.07,
Afghanistan,AFG,2020-07-10,24.584,
Afghanistan,AFG,2020-07-11,25.534,
Afghanistan,AFG,2020-07-12,25.945,
Afghanistan,AFG,2020-07-13,25.945,
Afghanistan,AFG,2020-07-14,25.996,
Afghanistan,AFG,2020-07-15,26.844,
Afghanistan,AFG,2020-07-16,28.103,
Afghanistan,AFG,2020-07-17,28.642,
Afghanistan,AFG,2020-07-18,29.464,
Afghanistan,AFG,2020-07-19,29.901,
Afghanistan,AFG,2020-07-20,30.338,
Afghanistan,AFG,2020-07-21,30.466,
Afghanistan,AFG,2020-07-22,30.569,
Afghanistan,AFG,2020-07-23,31.108,
Afghanistan,AFG,2020-07-24,31.108,
Afghanistan,AFG,2020-07-25,32.008,
Afghanistan,AFG,2020-07-26,32.341,
Afghanistan,AFG,2020-07-27,32.598,
Afghanistan,AFG,2020-07-28,32.624,
Afghanistan,AFG,2020-07-29,32.65,
Afghanistan,AFG,2020-07-30,32.65,
Afghanistan,AFG,2020-07-31,32.65,
Afghanistan,AFG,2020-08-01,32.958,
Afghanistan,AFG,2020-08-02,32.958,
Afghanistan,AFG,2020-08-03,32.984,
Afghanistan,AFG,2020-08-04,33.086,
Afghanistan,AFG,2020-08-05,33.241,
Afghanistan,AFG,2020-08-06,33.343,
Afghanistan,AFG,2020-08-07,33.343,
Afghanistan,AFG,2020-08-08,33.575,
Afghanistan,AFG,2020-08-09,33.703,
Afghanistan,AFG,2020-08-10,33.703,
Afghanistan,AFG,2020-08-11,33.703,
Afghanistan,AFG,2020-08-12,34.525,
Afghanistan,AFG,2020-08-13,34.782,
Afghanistan,AFG,2020-08-14,35.013,
Afghanistan,AFG,2020-08-15,35.013,
Afghanistan,AFG,2020-08-16,35.193,
Afghanistan,AFG,2020-08-17,35.321,
Afghanistan,AFG,2020-08-18,35.321,
Afghanistan,AFG,2020-08-19,35.321,
Afghanistan,AFG,2020-08-20,35.527,
Afghanistan,AFG,2020-08-21,35.578,
Afghanistan,AFG,2020-08-22,35.578,
Afghanistan,AFG,2020-08-23,35.63,
Afghanistan,AFG,2020-08-24,35.63,
Afghanistan,AFG,2020-08-25,35.886,
Afghanistan,AFG,2020-08-26,35.886,
Afghanistan,AFG,2020-08-27,35.989,
Afghanistan,AFG,2020-08-28,35.989,
Afghanistan,AFG,2020-08-29,36.015,
Afghanistan,AFG,2020-08-30,36.015,
Afghanistan,AFG,2020-08-31,36.015,
Afghanistan,AFG,2020-09-01,36.118,
Afghanistan,AFG,2020-09-02,36.118,
Afghanistan,AFG,2020-09-03,36.195,
Afghanistan,AFG,2020-09-04,36.22,
Afghanistan,AFG,2020-09-05,36.22,
Afghanistan,AFG,2020-09-06,36.22,
Afghanistan,AFG,2020-09-07,36.272,
Afghanistan,AFG,2020-09-08,36.349,
Afghanistan,AFG,2020-09-09,36.426,
Afghanistan,AFG,2020-09-10,36.477,
Afghanistan,AFG,2020-09-11,36.477,
Afghanistan,AFG,2020-09-12,36.477,
Afghanistan,AFG,2020-09-13,36.477,
Afghanistan,AFG,2020-09-14,36.477,
Afghanistan,AFG,2020-09-15,36.631,
Afghanistan,AFG,2020-09-16,36.888,
Afghanistan,AFG,2020-09-17,36.888,
Afghanistan,AFG,2020-09-18,36.888,
Afghanistan,AFG,2020-09-19,36.914,
Afghanistan,AFG,2020-09-20,37.017,
Afghanistan,AFG,2020-09-21,37.017,
Afghanistan,AFG,2020-09-22,37.094,
Albania,ALB,2020-03-09,0,
Albania,ALB,2020-03-10,0,
Albania,ALB,2020-03-11,0,
Albania,ALB,2020-03-12,0.347,
Albania,ALB,2020-03-13,0.347,
Albania,ALB,2020-03-14,0.347,
Albania,ALB,2020-03-15,0.347,
Albania,ALB,2020-03-16,0.347,
Albania,ALB,2020-03-17,0.347,
Albania,ALB,2020-03-18,0.347,
Albania,ALB,2020-03-19,0.695,
Albania,ALB,2020-03-20,0.695,
Albania,ALB,2020-03-21,0.695,
Albania,ALB,2020-03-22,0.695,
Albania,ALB,2020-03-23,0.695,
Albania,ALB,2020-03-24,1.39,
Albania,ALB,2020-03-25,1.737,
Albania,ALB,2020-03-26,1.737,
Albania,ALB,2020-03-27,2.085,
Albania,ALB,2020-03-28,3.127,
Albania,ALB,2020-03-29,3.475,
Albania,ALB,2020-03-30,3.475,
Albania,ALB,2020-03-31,4.17,
Albania,ALB,2020-04-01,5.212,
Albania,ALB,2020-04-02,5.212,
Albania,ALB,2020-04-03,5.56,
Albania,ALB,2020-04-04,5.907,
Albania,ALB,2020-04-05,6.602,
Albania,ALB,2020-04-06,7.297,
Albania,ALB,2020-04-07,7.645,
Albania,ALB,2020-04-08,7.645,
Albania,ALB,2020-04-09,7.645,
Albania,ALB,2020-04-10,7.992,
Albania,ALB,2020-04-11,7.992,
Albania,ALB,2020-04-12,7.992,
Albania,ALB,2020-04-13,7.992,
Albania,ALB,2020-04-14,7.992,
Albania,ALB,2020-04-15,8.34,
Albania,ALB,2020-04-16,8.687,
Albania,ALB,2020-04-17,9.035,
Albania,ALB,2020-04-18,9.035,
Albania,ALB,2020-04-19,9.035,
Albania,ALB,2020-04-20,9.035,
Albania,ALB,2020-04-21,9.035,
Albania,ALB,2020-04-22,9.035,
Albania,ALB,2020-04-23,9.382,
Albania,ALB,2020-04-24,9.382,
Albania,ALB,2020-04-25,9.382,
Albania,ALB,2020-04-26,9.382,
Albania,ALB,2020-04-27,9.73,
Albania,ALB,2020-04-28,9.73,
Albania,ALB,2020-04-29,10.425,
Albania,ALB,2020-04-30,10.772,
Albania,ALB,2020-05-01,10.772,
Albania,ALB,2020-05-02,10.772,
Albania,ALB,2020-05-03,10.772,
Albania,ALB,2020-05-04,10.772,
Albania,ALB,2020-05-05,10.772,
Albania,ALB,2020-05-06,10.772,
Albania,ALB,2020-05-07,10.772,
Albania,ALB,2020-05-08,10.772,
Albania,ALB,2020-05-09,10.772,
Albania,ALB,2020-05-10,10.772,
Albania,ALB,2020-05-11,10.772,
Albania,ALB,2020-05-12,10.772,
Albania,ALB,2020-05-13,10.772,
Albania,ALB,2020-05-14,10.772,
Albania,ALB,2020-05-15,10.772,
Albania,ALB,2020-05-16,10.772,
Albania,ALB,2020-05-17,10.772,
Albania,ALB,2020-05-18,10.772,
Albania,ALB,2020-05-19,10.772,
Albania,ALB,2020-05-20,10.772,
Albania,ALB,2020-05-21,10.772,
Albania,ALB,2020-05-22,10.772,
Albania,ALB,2020-05-23,10.772,
Albania,ALB,2020-05-24,10.772,
Albania,ALB,2020-05-25,11.12,
Albania,ALB,2020-05-26,11.12,
Albania,ALB,2020-05-27,11.467,
Albania,ALB,2020-05-28,11.467,
Albania,ALB,2020-05-29,11.467,
Albania,ALB,2020-05-30,11.467,
Albania,ALB,2020-05-31,11.467,
Albania,ALB,2020-06-01,11.467,
Albania,ALB,2020-06-02,11.467,
Albania,ALB,2020-06-03,11.467,
Albania,ALB,2020-06-04,11.467,
Albania,ALB,2020-06-05,11.467,
Albania,ALB,2020-06-06,11.467,
Albania,ALB,2020-06-07,11.815,
Albania,ALB,2020-06-08,11.815,
Albania,ALB,2020-06-09,11.815,
Albania,ALB,2020-06-10,11.815,
Albania,ALB,2020-06-11,11.815,
Albania,ALB,2020-06-12,12.162,
Albania,ALB,2020-06-13,12.51,
Albania,ALB,2020-06-14,12.51,
Albania,ALB,2020-06-15,12.51,
Albania,ALB,2020-06-16,12.51,
Albania,ALB,2020-06-17,12.857,
Albania,ALB,2020-06-18,13.205,
Albania,ALB,2020-06-19,13.552,
Albania,ALB,2020-06-20,14.594,
Albania,ALB,2020-06-21,14.942,
Albania,ALB,2020-06-22,15.289,
Albania,ALB,2020-06-23,15.289,
Albania,ALB,2020-06-24,15.637,
Albania,ALB,2020-06-25,16.332,
Albania,ALB,2020-06-26,17.027,
Albania,ALB,2020-06-27,17.722,
Albania,ALB,2020-06-28,18.417,
Albania,ALB,2020-06-29,19.112,
Albania,ALB,2020-06-30,20.154,
Albania,ALB,2020-07-01,21.544,
Albania,ALB,2020-07-02,22.587,
Albania,ALB,2020-07-03,23.977,
Albania,ALB,2020-07-04,25.019,
Albania,ALB,2020-07-05,25.714,
Albania,ALB,2020-07-06,26.409,
Albania,ALB,2020-07-07,27.452,
Albania,ALB,2020-07-08,28.147,
Albania,ALB,2020-07-09,28.841,
Albania,ALB,2020-07-10,28.841,
Albania,ALB,2020-07-11,29.536,
Albania,ALB,2020-07-12,30.926,
Albania,ALB,2020-07-13,32.316,
Albania,ALB,2020-07-14,33.011,
Albania,ALB,2020-07-15,33.706,
Albania,ALB,2020-07-16,35.096,
Albania,ALB,2020-07-17,36.139,
Albania,ALB,2020-07-18,37.181,
Albania,ALB,2020-07-19,38.571,
Albania,ALB,2020-07-20,38.919,
Albania,ALB,2020-07-21,39.266,
Albania,ALB,2020-07-22,40.656,
Albania,ALB,2020-07-23,41.699,
Albania,ALB,2020-07-24,42.741,
Albania,ALB,2020-07-25,44.478,
Albania,ALB,2020-07-26,46.563,
Albania,ALB,2020-07-27,47.953,
Albania,ALB,2020-07-28,50.038,
Albania,ALB,2020-07-29,51.428,
Albania,ALB,2020-07-30,52.123,
Albania,ALB,2020-07-31,53.513,
Albania,ALB,2020-08-01,54.556,
Albania,ALB,2020-08-02,55.946,
Albania,ALB,2020-08-03,57.683,
Albania,ALB,2020-08-04,59.768,
Albania,ALB,2020-08-05,61.158,
Albania,ALB,2020-08-06,63.243,
Albania,ALB,2020-08-07,65.328,
Albania,ALB,2020-08-08,65.675,
Albania,ALB,2020-08-09,67.065,
Albania,ALB,2020-08-10,69.15,
Albania,ALB,2020-08-11,69.498,
Albania,ALB,2020-08-12,71.235,
Albania,ALB,2020-08-13,72.277,
Albania,ALB,2020-08-14,74.015,
Albania,ALB,2020-08-15,76.1,
Albania,ALB,2020-08-16,78.185,
Albania,ALB,2020-08-17,79.227,
Albania,ALB,2020-08-18,79.922,
Albania,ALB,2020-08-19,80.617,
Albania,ALB,2020-08-20,81.312,
Albania,ALB,2020-08-21,82.702,
Albania,ALB,2020-08-22,83.397,
Albania,ALB,2020-08-23,85.134,
Albania,ALB,2020-08-24,86.872,
Albania,ALB,2020-08-25,88.262,
Albania,ALB,2020-08-26,89.999,
Albania,ALB,2020-08-27,91.389,
Albania,ALB,2020-08-28,92.432,
Albania,ALB,2020-08-29,94.169,
Albania,ALB,2020-08-30,95.559,
Albania,ALB,2020-08-31,97.297,
Albania,ALB,2020-09-01,98.686,
Albania,ALB,2020-09-02,100.771,
Albania,ALB,2020-09-03,102.856,
Albania,ALB,2020-09-04,104.594,
Albania,ALB,2020-09-05,106.331,
Albania,ALB,2020-09-06,108.416,
Albania,ALB,2020-09-07,109.806,
Albania,ALB,2020-09-08,110.849,
Albania,ALB,2020-09-09,111.544,
Albania,ALB,2020-09-10,111.891,
Albania,ALB,2020-09-11,112.586,
Albania,ALB,2020-09-12,113.628,
Albania,ALB,2020-09-13,114.671,
Albania,ALB,2020-09-14,116.061,
Albania,ALB,2020-09-15,117.451,
Albania,ALB,2020-09-16,118.146,
Albania,ALB,2020-09-17,119.188,
Albania,ALB,2020-09-18,120.926,
Albania,ALB,2020-09-19,122.663,
Albania,ALB,2020-09-20,124.401,
Albania,ALB,2020-09-21,125.791,
Albania,ALB,2020-09-22,126.486,
Algeria,DZA,2019-12-31,0,
Algeria,DZA,2020-01-01,0,
Algeria,DZA,2020-01-02,0,
Algeria,DZA,2020-01-03,0,
Algeria,DZA,2020-01-04,0,
Algeria,DZA,2020-01-05,0,
Algeria,DZA,2020-01-06,0,
Algeria,DZA,2020-01-07,0,
Algeria,DZA,2020-01-08,0,
Algeria,DZA,2020-01-09,0,
Algeria,DZA,2020-01-10,0,
Algeria,DZA,2020-01-11,0,
Algeria,DZA,2020-01-12,0,
Algeria,DZA,2020-01-13,0,
Algeria,DZA,2020-01-14,0,
Algeria,DZA,2020-01-15,0,
Algeria,DZA,2020-01-16,0,
Algeria,DZA,2020-01-17,0,
Algeria,DZA,2020-01-18,0,
Algeria,DZA,2020-01-19,0,
Algeria,DZA,2020-01-20,0,
Algeria,DZA,2020-01-21,0,
Algeria,DZA,2020-01-22,0,
Algeria,DZA,2020-01-23,0,
Algeria,DZA,2020-01-24,0,
Algeria,DZA,2020-01-25,0,
Algeria,DZA,2020-01-26,0,
Algeria,DZA,2020-01-27,0,
Algeria,DZA,2020-01-28,0,
Algeria,DZA,2020-01-29,0,
Algeria,DZA,2020-01-30,0,
Algeria,DZA,2020-01-31,0,
Algeria,DZA,2020-02-01,0,
Algeria,DZA,2020-02-02,0,
Algeria,DZA,2020-02-03,0,
Algeria,DZA,2020-02-04,0,
Algeria,DZA,2020-02-05,0,
Algeria,DZA,2020-02-06,0,
Algeria,DZA,2020-02-07,0,
Algeria,DZA,2020-02-08,0,
Algeria,DZA,2020-02-09,0,
Algeria,DZA,2020-02-10,0,
Algeria,DZA,2020-02-11,0,
Algeria,DZA,2020-02-12,0,
Algeria,DZA,2020-02-13,0,
Algeria,DZA,2020-02-14,0,
Algeria,DZA,2020-02-15,0,
Algeria,DZA,2020-02-16,0,
Algeria,DZA,2020-02-17,0,
Algeria,DZA,2020-02-18,0,
Algeria,DZA,2020-02-19,0,
Algeria,DZA,2020-02-20,0,
Algeria,DZA,2020-02-21,0,
Algeria,DZA,2020-02-22,0,
Algeria,DZA,2020-02-23,0,
Algeria,DZA,2020-02-24,0,
Algeria,DZA,2020-02-25,0,
Algeria,DZA,2020-02-26,0,
Algeria,DZA,2020-02-27,0,
Algeria,DZA,2020-02-28,0,
Algeria,DZA,2020-02-29,0,
Algeria,DZA,2020-03-01,0,
Algeria,DZA,2020-03-02,0,
Algeria,DZA,2020-03-04,0,
Algeria,DZA,2020-03-05,0,
Algeria,DZA,2020-03-06,0,
Algeria,DZA,2020-03-09,0,
Algeria,DZA,2020-03-12,0,
Algeria,DZA,2020-03-13,0.023,
Algeria,DZA,2020-03-14,0.046,
Algeria,DZA,2020-03-15,0.046,
Algeria,DZA,2020-03-16,0.091,
Algeria,DZA,2020-03-17,0.091,
Algeria,DZA,2020-03-18,0.114,
Algeria,DZA,2020-03-19,0.137,
Algeria,DZA,2020-03-20,0.16,
Algeria,DZA,2020-03-21,0.228,
Algeria,DZA,2020-03-22,0.342,
Algeria,DZA,2020-03-23,0.388,
Algeria,DZA,2020-03-24,0.388,
Algeria,DZA,2020-03-25,0.433,
Algeria,DZA,2020-03-26,0.479,
Algeria,DZA,2020-03-27,0.57,
Algeria,DZA,2020-03-28,0.593,
Algeria,DZA,2020-03-29,0.661,
Algeria,DZA,2020-03-30,0.707,
Algeria,DZA,2020-03-31,0.798,
Algeria,DZA,2020-04-01,1.003,
Algeria,DZA,2020-04-02,1.323,
Algeria,DZA,2020-04-03,1.437,
Algeria,DZA,2020-04-04,2.394,
Algeria,DZA,2020-04-05,2.965,
Algeria,DZA,2020-04-06,3.466,
Algeria,DZA,2020-04-07,3.945,
Algeria,DZA,2020-04-08,4.401,
Algeria,DZA,2020-04-09,4.675,
Algeria,DZA,2020-04-10,5.359,
Algeria,DZA,2020-04-11,5.838,
Algeria,DZA,2020-04-12,6.271,
Algeria,DZA,2020-04-13,6.682,
Algeria,DZA,2020-04-14,7.138,
Algeria,DZA,2020-04-15,7.411,
Algeria,DZA,2020-04-16,7.662,
Algeria,DZA,2020-04-17,7.936,
Algeria,DZA,2020-04-18,8.301,
Algeria,DZA,2020-04-19,8.369,
Algeria,DZA,2020-04-20,8.552,
Algeria,DZA,2020-04-21,8.757,
Algeria,DZA,2020-04-22,8.939,
Algeria,DZA,2020-04-23,9.167,
Algeria,DZA,2020-04-24,9.281,
Algeria,DZA,2020-04-25,9.464,
Algeria,DZA,2020-04-26,9.555,
Algeria,DZA,2020-04-27,9.692,
Algeria,DZA,2020-04-28,9.852,
Algeria,DZA,2020-04-29,9.966,
Algeria,DZA,2020-04-30,10.125,
Algeria,DZA,2020-05-01,10.262,
Algeria,DZA,2020-05-02,10.33,
Algeria,DZA,2020-05-03,10.467,
Algeria,DZA,2020-05-04,10.558,
Algeria,DZA,2020-05-05,10.604,
Algeria,DZA,2020-05-06,10.718,
Algeria,DZA,2020-05-07,10.855,
Algeria,DZA,2020-05-08,11.015,
Algeria,DZA,2020-05-09,11.129,
Algeria,DZA,2020-05-10,11.265,
Algeria,DZA,2020-05-11,11.448,
Algeria,DZA,2020-05-12,11.562,
Algeria,DZA,2020-05-13,11.744,
Algeria,DZA,2020-05-14,11.904,
Algeria,DZA,2020-05-15,12.064,
Algeria,DZA,2020-05-16,12.223,
Algeria,DZA,2020-05-17,12.36,
Algeria,DZA,2020-05-18,12.497,
Algeria,DZA,2020-05-19,12.656,
Algeria,DZA,2020-05-20,12.793,
Algeria,DZA,2020-05-21,12.953,
Algeria,DZA,2020-05-22,13.113,
Algeria,DZA,2020-05-23,13.272,
Algeria,DZA,2020-05-24,13.5,
Algeria,DZA,2020-05-25,13.683,
Algeria,DZA,2020-05-26,13.888,
Algeria,DZA,2020-05-27,14.07,
Algeria,DZA,2020-05-28,14.207,
Algeria,DZA,2020-05-29,14.367,
Algeria,DZA,2020-05-30,14.549,
Algeria,DZA,2020-05-31,14.732,
Algeria,DZA,2020-06-01,14.891,
Algeria,DZA,2020-06-02,15.074,
Algeria,DZA,2020-06-03,15.211,
Algeria,DZA,2020-06-04,15.211,
Algeria,DZA,2020-06-05,15.53,
Algeria,DZA,2020-06-06,15.735,
Algeria,DZA,2020-06-07,15.918,
Algeria,DZA,2020-06-08,16.123,
Algeria,DZA,2020-06-09,16.305,
Algeria,DZA,2020-06-10,16.51,
Algeria,DZA,2020-06-11,16.693,
Algeria,DZA,2020-06-12,16.898,
Algeria,DZA,2020-06-13,17.126,
Algeria,DZA,2020-06-14,17.331,
Algeria,DZA,2020-06-15,17.491,
Algeria,DZA,2020-06-16,17.719,
Algeria,DZA,2020-06-17,17.97,
Algeria,DZA,2020-06-18,18.221,
Algeria,DZA,2020-06-19,18.494,
Algeria,DZA,2020-06-20,18.814,
Algeria,DZA,2020-06-21,19.087,
Algeria,DZA,2020-06-22,19.27,
Algeria,DZA,2020-06-23,19.429,
Algeria,DZA,2020-06-24,19.635,
Algeria,DZA,2020-06-25,19.817,
Algeria,DZA,2020-06-26,20.022,
Algeria,DZA,2020-06-27,20.182,
Algeria,DZA,2020-06-28,20.342,
Algeria,DZA,2020-06-29,20.456,
Algeria,DZA,2020-06-30,20.638,
Algeria,DZA,2020-07-01,20.798,
Algeria,DZA,2020-07-02,20.98,
Algeria,DZA,2020-07-03,21.163,
Algeria,DZA,2020-07-04,21.368,
Algeria,DZA,2020-07-05,21.573,
Algeria,DZA,2020-07-06,21.71,
Algeria,DZA,2020-07-07,21.869,
Algeria,DZA,2020-07-08,22.075,
Algeria,DZA,2020-07-09,22.303,
Algeria,DZA,2020-07-10,22.531,
Algeria,DZA,2020-07-11,22.713,
Algeria,DZA,2020-07-12,22.896,
Algeria,DZA,2020-07-13,23.055,
Algeria,DZA,2020-07-14,23.215,
Algeria,DZA,2020-07-15,23.443,
Algeria,DZA,2020-07-16,23.717,
Algeria,DZA,2020-07-17,23.99,
Algeria,DZA,2020-07-18,24.104,
Algeria,DZA,2020-07-19,24.355,
Algeria,DZA,2020-07-20,24.583,
Algeria,DZA,2020-07-21,24.788,
Algeria,DZA,2020-07-22,25.085,
Algeria,DZA,2020-07-23,25.336,
Algeria,DZA,2020-07-24,25.632,
Algeria,DZA,2020-07-25,25.906,
Algeria,DZA,2020-07-26,26.134,
Algeria,DZA,2020-07-27,26.339,
Algeria,DZA,2020-07-28,26.522,
Algeria,DZA,2020-07-29,26.772,
